EvidenceID,CaseMasterID,EvidenceType,Description,CollectionDate
10096,4629,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-07-23
10097,4630,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-06-04
10098,4632,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2025-03-04
10099,4632,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2025-02-28
10100,4632,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2025-03-07
10101,4633,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2026-12-04
10102,4633,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-10-13
10103,4634,Seized Financial Record,Financial records seized from the premises during search.,2023-03-12
10104,4635,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2026-07-29
10105,4636,Seized Property List,Inventory list of property seized from the scene under panchnama.,2024-09-24
10106,4637,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2026-04-19
10107,4638,Seized Financial Record,Financial records seized from the premises during search.,2022-03-30
10108,4638,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2022-03-21
10109,4639,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2023-12-20
10110,4640,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2024-10-04
10111,4640,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2024-09-23
10112,4640,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-09-25
10113,4640,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2024-09-26
10114,4641,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2022-07-20
10115,4643,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2025-12-10
10116,4643,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2025-11-21
10117,4643,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2025-12-06
10118,4643,Server Log,Server access logs obtained from the platform involved in the incident.,2025-11-14
10119,4643,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-11-08
10120,4643,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-12-24
10121,4644,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2022-03-31
10122,4645,Digital Communication Record,Digital communication records recovered relevant to the case.,2022-10-17
10123,4645,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-09-22
10124,4646,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-07-08
10125,4647,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-10-21
10126,4647,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-10-20
10127,4647,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2025-11-27
10128,4648,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2026-08-05
10129,4648,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2026-08-01
10130,4649,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-12-06
10131,4649,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-01-10
10132,4649,Seized Property List,Inventory list of property seized from the scene under panchnama.,2024-11-28
10133,4649,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-12-28
10134,4650,CCTV Footage,CCTV footage obtained from the main road junction covering the period of the incident.,2025-05-20
10135,4650,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2025-05-05
10136,4651,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2023-07-24
10137,4651,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2023-08-19
10138,4651,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-08-02
10139,4651,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-07-18
10140,4651,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-07-25
10141,4651,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-08-18
10142,4652,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-02-18
10143,4653,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2025-09-13
10144,4653,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2025-08-12
10145,4653,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2025-09-17
10146,4653,Recovered Stolen Property,Stolen property recovered and seized under panchnama in the presence of witnesses.,2025-08-31
10147,4653,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-08-12
10148,4655,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2025-09-10
10149,4655,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2025-09-13
10150,4655,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2025-08-14
10151,4655,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-09-12
10152,4656,Seized Financial Record,Financial records seized from the premises during search.,2025-10-16
10153,4656,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2025-09-21
10154,4656,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-09-23
10155,4657,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2026-07-21
10156,4658,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-04-30
10157,4658,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2024-05-19
10158,4659,Seized Property List,Inventory list of property seized from the scene under panchnama.,2022-03-05
10159,4660,Weighment Report,Weighment report of the seized contraband prepared in presence of witnesses.,2024-04-25
10160,4660,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-04-15
10161,4660,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2024-04-22
10162,4662,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2024-04-15
10163,4662,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-04-16
10164,4663,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2024-03-22
10165,4664,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2024-07-08
10166,4665,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2024-04-24
10167,4665,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-05-28
10168,4665,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-04-22
10169,4666,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2024-10-07
10170,4667,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-09-19
10171,4667,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2025-09-05
